23194473;250833450;5073217117;
23194473;5073217117;2904767387;
23194473;2904767387;1506871098;
23194473;1506871098;5073217119;
23194473;5073217119;1513550197;
23194473;1513550197;1590986775;
23194473;1590986775;250833452;
23194473;250833452;2852295773;
23194473;2852295773;250833454;
23194473;250833454;1506871004;
23194473;1506871004;250833455;
23194473;250833455;250833456;
23194473;250833456;250833457;
23194517;250833958;1984340548;
23194517;1984340548;5091418957;
23194517;5091418957;250833885;
23194517;250833885;1984340601;
23194517;1984340601;1984340570;
23194517;1984340570;1506871010;
23194517;1506871010;1984340583;
23194517;1984340583;1506870920;
23194517;1506870920;1984340556;
23194517;1984340556;1506871046;
23194517;1506871046;373381579;
23194517;373381579;1984340591;
23194517;1984340591;1506871050;
23194517;1506871050;1984340588;
23194517;1984340588;373362301;
23194517;373362301;1984340586;
23194517;1984340586;1506870981;
23194517;1506870981;1984340589;
23194517;1984340589;250833958;
23222802;1590985244;251206221;
23222802;251206221;4995247439;
23222802;4995247439;251206223;
23223070;251208962;1161457500;
23223070;1161457500;2951514569;
23223070;2951514569;1162282961;
23223070;1162282961;251209063;
23234297;1506878099;2919381612;
23234297;2919381612;2919381613;
23234297;2919381613;2845584808;
23234297;2845584808;2919381611;
23234297;2919381611;2869966968;
23234297;2869966968;2845584810;
23234297;2845584810;2919381617;
23234297;2919381617;2845584811;
23234297;2845584811;2869966969;
23234297;2869966969;2845584812;
23234297;2845584812;2919381619;
23234297;2919381619;2919381618;
23234297;2919381618;2845584813;
23234297;2845584813;2919354481;
23234297;2919354481;2852295748;
23234297;2852295748;2919354482;
23234297;2919354482;4757657703;
23234297;4757657703;1559523608;
23234297;1559523608;2919372210;
23234297;2919372210;2887744731;
23234297;2887744731;2919372209;
23234297;2919372209;1559523649;
33062975;372931681;2903148173;
33062975;2903148173;372931692;
33062975;372931692;2845585450;
33062975;2845585450;2903148174;
33062975;2903148174;372931704;
33062975;372931704;372931715;
33062975;372931715;372931727;
33062975;372931727;1516354986;
33062975;1516354986;372931738;
33062975;372931738;1516354991;
33062975;1516354991;372931748;
33062975;372931748;372931756;
33062975;372931756;372931762;
33062975;372931762;2845585431;
33062975;2845585431;2903148169;
33062975;2903148169;2903148175;
33062975;2903148175;2903148176;
33062975;2903148176;372931770;
33062975;372931770;5000448406;
33062975;5000448406;2903148170;
33062975;2903148170;372931786;
33062975;372931786;2903148171;
33062975;2903148171;1516355054;
33062975;1516355054;2903148172;
33062975;2903148172;372931681;
33062987;2923361947;372932365;
33062987;372932365;1534432934;
33062987;1534432934;372932367;
33062987;372932367;1534432878;
33062987;1534432878;372932372;
33062987;372932372;2923361944;
33062987;2923361944;2845827086;
33062987;2845827086;1534432893;
33062987;1534432893;372932374;
33062987;372932374;1534432987;
33062987;1534432987;372932380;
33062987;372932380;1534432843;
33062987;1534432843;2996269206;
33062987;2996269206;2845827055;
33062987;2845827055;2923361939;
33062987;2923361939;1534432830;
33062987;1534432830;2912791125;
33062987;2912791125;2996269207;
33062987;2996269207;2852249729;
33062987;2852249729;372932403;
33062987;372932403;1534432931;
33062987;1534432931;2923361947;
33062992;1506898386;2887730915;
33062992;2887730915;2912795510;
33062992;2912795510;2996272944;
33062992;2996272944;1506898387;
33062992;1506898387;2845817193;
33062992;2845817193;372932655;
33062992;372932655;2912797061;
33062992;2912797061;372932660;
33062992;372932660;1506898369;
33062992;1506898369;2887730916;
33062992;2887730916;2887730917;
33062992;2887730917;2996272942;
33062992;2996272942;372932662;
33062992;372932662;1506898394;
33062992;1506898394;372932666;
33062992;372932666;2912795509;
33062992;2912795509;2996272943;
33062992;2996272943;372932669;
33062992;372932669;1506898386;
33063543;372938718;1512975180;
33063543;1512975180;2912815576;
33063543;2912815576;372938721;
33063543;372938721;372938723;
33063543;372938723;372938726;
33063543;372938726;2888136901;
33063543;2888136901;376000025;
33063543;376000025;372938729;
33063543;372938729;2887733877;
33063543;2887733877;372938731;
33063543;372938731;1512975125;
33063543;1512975125;372938734;
33063543;372938734;1512975153;
33063543;1512975153;372938736;
33063543;372938736;1512975137;
33063543;1512975137;372938738;
33063543;372938738;2845585043;
33063543;2845585043;372938740;
33063543;372938740;1512975135;
33063543;1512975135;2912817845;
33063543;2912817845;372938743;
33063543;372938743;1512975145;
33063543;1512975145;372938718;
33083575;250833808;1590984006;
33083575;1590984006;2888068321;
33083575;2888068321;250833809;
33083575;250833809;2307223091;
33083575;2307223091;1590984059;
33083575;1590984059;2307223114;
33083575;2307223114;2307243898;
33083575;2307243898;250833811;
33083575;250833811;1590984182;
33083575;1590984182;250833812;
33083575;250833812;250833813;
33083575;250833813;1590984671;
33083575;1590984671;2307281857;
33083575;2307281857;250834058;
33083575;250834058;250834059;
33083575;250834059;1508999645;
33083575;1508999645;1508999676;
33083575;1508999676;1559558735;
33083575;1559558735;1559558743;
33083575;1559558743;1559558746;
33083575;1559558746;373345795;
33083576;373345795;1559558763;
33083576;1559558763;2307322376;
33083576;2307322376;250834076;
33083576;250834076;1590985643;
33083576;1590985643;1590985567;
33083576;1590985567;2307322571;
33083576;2307322571;2307322503;
33083576;2307322503;2307322439;
33083576;2307322439;2307322369;
33083576;2307322369;2307322675;
33083576;2307322675;2307322562;
33083576;2307322562;2307322484;
33083576;2307322484;2307322452;
33083576;2307322452;2307322279;
33083576;2307322279;2307322370;
33083576;2307322370;2307322609;
33083576;2307322609;2307322212;
33083576;2307322212;250834083;
33083576;250834083;2307322613;
33083576;2307322613;1559558752;
33083576;1559558752;5091418984;
33083577;2993668649;373345795;
33083577;373345795;1509925383;
33083577;1509925383;1546288307;
33083577;1546288307;2993668645;
33083577;2993668645;2993668646;
33083577;2993668646;1546289013;
33083577;1546289013;1546288108;
33083577;1546288108;1546288072;
33083577;1546288072;1559558809;
33083577;1559558809;2993668647;
33083577;2993668647;1559558806;
33083577;1559558806;1546288299;
33083577;1546288299;1546288646;
33083577;1546288646;1546288064;
33083577;1546288064;2993668648;
33083577;2993668648;250834088;
33083577;250834088;1546289287;
33083577;1546289287;1546288553;
33083577;1546288553;1546288212;
33083577;1546288212;2993668649;
33084650;2919354452;373362272;
33084650;373362272;250833735;
33084650;250833735;1506878226;
33084650;1506878226;2869972754;
33084650;2869972754;2869976391;
33084650;2869976391;250833736;
33084650;250833736;1506878128;
33084650;1506878128;250833737;
33084650;250833737;1506878113;
33084650;1506878113;250833739;
33084650;250833739;1506878099;
33084650;1506878099;250833741;
33084650;250833741;1506878204;
33084650;1506878204;2869972755;
33084650;2869972755;2919369991;
33084650;2919369991;250833743;
33084650;250833743;1506878157;
33084650;1506878157;250833744;
33084650;250833744;1506899252;
33084650;1506899252;2919354452;
33084658;1509963094;1983774615;
33084658;1983774615;2911410182;
33084658;2911410182;1509963016;
33084658;1509963016;2101748462;
33084658;2101748462;1983774606;
33084658;1983774606;1983774581;
33084658;1983774581;1983774600;
33084658;1983774600;1509963012;
33084658;1509963012;2911410180;
33084658;2911410180;1983774610;
33084658;1983774610;250833350;
33084658;250833350;1983774579;
33084658;1983774579;1509962976;
33084658;1509962976;2911410183;
33084658;2911410183;1983774595;
33084658;1983774595;1509963167;
33084658;1509963167;1983774616;
33084658;1983774616;2911410181;
33084658;2911410181;1983774583;
33084658;1983774583;1983774580;
33084658;1983774580;1983774575;
33084658;1983774575;1509963094;
33084659;1983774606;1983774612;
33084659;1983774612;250833354;
33084659;250833354;5073217205;
33084659;5073217205;250833358;
33084659;250833358;2918439816;
33084659;2918439816;1559558817;
33084659;1559558817;2918439815;
33084659;2918439815;250833359;
33084659;250833359;2918439817;
33084659;2918439817;250833360;
33084659;250833360;2944596109;
33084659;2944596109;250833364;
33084659;250833364;250833450;
33084659;250833450;1590986905;
33084659;1590986905;2903461413;
33084659;2903461413;1590986993;
33084659;1590986993;2903461412;
33084659;2903461412;2903461411;
33084659;2903461411;1590987511;
33085474;1562503604;2904112071;
33085474;2904112071;2885697074;
33085474;2885697074;2904111148;
33085474;2904111148;373374452;
33085474;373374452;373374444;
33085474;373374444;5091418812;
33085474;5091418812;5091418811;
33085474;5091418811;2852572561;
33085474;2852572561;373374424;
33085474;373374424;2920069453;
33085474;2920069453;2920069452;
33085474;2920069452;2885691879;
33085476;1551876504;2920069450;
33085476;2920069450;2852543645;
33085476;2852543645;2920069449;
33085476;2920069449;373374435;
33085476;373374435;373374445;
33085476;373374445;373374449;
33085476;373374449;2885697073;
33085476;2885697073;2994131608;
33085476;2994131608;1562503781;
33085477;373374456;2944425352;
33085477;2944425352;2912809977;
33085477;2912809977;2912809975;
33085477;2912809975;2912809976;
33085477;2912809976;1551876621;
33085478;372938740;2944420257;
33085478;2944420257;1512975167;
33085478;1512975167;2919979061;
33085478;2919979061;2918443838;
33085478;2918443838;2918444034;
33085478;2918444034;4995247469;
33085478;4995247469;251207246;
33085478;251207246;2852543620;
33085478;2852543620;2904102956;
33085480;1551877042;2920069455;
33085480;2920069455;2852543650;
33085480;2852543650;2920069443;
33085480;2920069443;373374419;
33085480;373374419;2920069456;
33085480;2920069456;1551876784;
33085481;1512200968;373374467;
33085481;373374467;2920069442;
33085481;2920069442;2920069441;
33085481;2920069441;2920069445;
33085481;2920069445;2920069440;
33085481;2920069440;373374465;
33085481;373374465;2920069446;
33085481;2920069446;2920069447;
33085481;2920069447;2920069444;
33085481;2920069444;1551876504;
33085483;1551877074;2852543652;
33085483;2852543652;373374475;
33085483;373374475;5462597043;
33085483;5462597043;2852543656;
33085483;2852543656;2887730914;
33085483;2887730914;372932662;
33085484;372932660;2887730913;
33085484;2887730913;373374476;
33085484;373374476;373374479;
33085484;373374479;373374429;
33085484;373374429;1551877042;
33085486;2912813587;2912811870;
33085486;2912811870;2944423685;
33085487;373374500;374699642;
33085487;374699642;373374497;
33085487;373374497;373374490;
33085489;373374490;374699560;
33085489;374699560;5067342089;
33085489;5067342089;2920088734;
33085489;2920088734;373374505;
33085489;373374505;374699586;
33085489;374699586;374699551;
33085491;373374485;2887726896;
33085491;2887726896;2944437867;
33085491;2944437867;373374489;
33085491;373374489;2887726897;
33085491;2887726897;2845585263;
33085491;2845585263;374583453;
33085491;374583453;374583475;
33085491;374583475;374583497;
33085491;374583497;385267896;
33085491;385267896;387532907;
33085491;387532907;374583681;
33085491;374583681;2845585235;
33085491;2845585235;374583700;
33085491;374583700;374583781;
33085491;374583781;376081165;
33085491;376081165;2919125730;
33085491;2919125730;374583799;
33085492;373374489;5002198462;
33085492;5002198462;2845585260;
33085492;2845585260;5002198461;
33085492;5002198461;5108595333;
33085492;5108595333;2845585241;
33085492;2845585241;5067337814;
33085492;5067337814;373374490;
33085494;372932669;2996272946;
33085494;2996272946;2887728540;
33085494;2887728540;5090142701;
33085494;5090142701;373374511;
33085494;373374511;2912795511;
33085494;2912795511;1590988254;
33085494;1590988254;373374514;
33085494;373374514;2912795512;
33085494;2912795512;1590988263;
33085494;1590988263;373374517;
33085494;373374517;2912795513;
33085494;2912795513;1590988268;
33085494;1590988268;2912795514;
33085494;2912795514;373374520;
33085495;373374525;1590988285;
33085495;1590988285;1590988282;
33085495;1590988282;373374542;
33085498;2907804763;5058038446;
33085498;5058038446;5125491657;
33085498;5125491657;251207969;
33085498;251207969;5058038445;
33085498;5058038445;1508933447;
33085498;1508933447;5058038442;
33085498;5058038442;2919087625;
33085498;2919087625;5058038440;
33085498;5058038440;5058038439;
33085498;5058038439;2907804766;
33085498;2907804766;2845622814;
33085498;2845622814;5058038441;
33085498;5058038441;251207962;
33085498;251207962;2907793891;
33085498;2907793891;2907804767;
33085498;2907804767;251207968;
33085498;251207968;2907795644;
33085498;2907795644;5058038443;
33085498;5058038443;5058038447;
33085498;5058038447;5058038444;
33085498;5058038444;2907804763;
33085505;373374549;2920115680;
33085505;2920115680;251208954;
33085505;251208954;2920115681;
33085505;2920115681;2500077934;
33085505;2500077934;2920115682;
33085505;2920115682;251208945;
33085505;251208945;2920115683;
33085505;2920115683;251208946;
33085505;251208946;251208947;
33085505;251208947;251208949;
33085505;251208949;2920127634;
33085505;2920127634;2920115674;
33085505;2920115674;2845622808;
33085505;2845622808;2920115675;
33085505;2920115675;2845622807;
33085505;2845622807;2920115676;
33085505;2920115676;2920120306;
33085505;2920120306;251208951;
33085505;251208951;2920115678;
33085505;2920115678;2920115679;
33085505;2920115679;373374549;
33085507;251208954;1590988131;
33085507;1590988131;5462597067;
33085507;5462597067;5484268139;
33085507;5484268139;1162282855;
33085507;1162282855;5484268141;
33085507;5484268141;251208958;
33085507;251208958;5462597073;
33085507;5462597073;5462597074;
33085507;5462597074;2888053208;
33085507;2888053208;251208962;
33086989;741685869;2307379125;
33086989;2307379125;2888062940;
33086989;2888062940;2852572537;
33086989;2852572537;1508999875;
33086989;1508999875;251209063;
33086989;251209063;1929167891;
33086989;1929167891;1162282927;
33086989;1162282927;1590987978;
33086996;1984340591;1984340542;
33086996;1984340542;3475772665;
33086996;3475772665;373381583;
